Ticker,Momentum,Volatility,Beta,Sharpe,Momentum_Rank,Volatility_Rank,Beta_Rank,Sharpe_Rank,Quant_Score
WSFS,0.01871254517806431,0.2813310436417012,1.2316745133932123,0.6344143524976197,0.32727272727272727,0.6818181818181819,0.4818181818181818,0.6090909090909091,0.5613636363636364
DGICA,0.3010753831417312,0.244470432658828,0.04436650654873132,0.500764343489844,0.7363636363636363,0.8181818181818181,0.9727272727272728,0.4090909090909091,0.5554545454545454
ENS,0.24279809455425005,0.34380418558567144,0.9384395371914883,0.5831276011172835,0.6818181818181818,0.4363636363636364,0.6545454545454545,0.5272727272727272,0.5540909090909091
TSM,0.5616619314230762,0.4125457239079471,1.631721136570705,0.5969371696075462,0.8636363636363636,0.3090909090909091,0.2909090909090909,0.5545454545454546,0.55
CTAS,-0.10946178021893782,0.24867940343683007,0.7712445885970892,0.6009652333432244,0.19090909090909092,0.7909090909090909,0.7,0.5636363636363636,0.5440909090909091
YORW,-0.1059257461871339,0.225205342715172,0.18147641508846035,0.5796017694175766,0.2,0.8818181818181818,0.9454545454545454,0.509090909090909,0.5436363636363636
WCC,0.22891549300007186,0.4148813182736274,1.827505120611686,0.6190103980563947,0.6636363636363637,0.28181818181818186,0.21818181818181814,0.5909090909090909,0.5336363636363637
PWR,0.3978985871689771,0.390397100889489,1.5424793220684319,0.582420554268331,0.7818181818181819,0.34545454545454546,0.3363636363636363,0.5181818181818182,0.5222727272727273
PPL,0.17726020254388342,0.17288767143095451,0.47061465229354665,0.4691453881121197,0.6,0.990909090909091,0.8818181818181818,0.35454545454545455,0.5077272727272728
EXC,0.2216536416677941,0.18328541687537886,-0.0447293054995137,0.45114012948358756,0.6545454545454545,0.9727272727272728,0.990909090909091,0.32727272727272727,0.5072727272727273
GATX,0.2725162962809593,0.23678084819873374,1.2642880373590735,0.503503565596368,0.7,0.8454545454545455,0.4545454545454546,0.41818181818181815,0.5068181818181818
CRCL,,,,,0.5,0.5,0.5,0.5,0.5
NIO,0.17555937882480244,0.6456912113109194,2.3462584588382316,0.6256482990645887,0.5909090909090909,0.07272727272727275,0.08181818181818179,0.6,0.49409090909090914
RSI,0.9509616980538627,0.5597881120300355,1.8094136738449926,0.5524489656004299,0.9272727272727272,0.17272727272727273,0.24545454545454548,0.4818181818181818,0.4940909090909091
VRTX,-0.142242396582841,0.344972908253142,0.634956604661645,0.5873441957792126,0.15454545454545454,0.42727272727272725,0.7818181818181819,0.5363636363636364,0.49272727272727274
PHM,-0.06746251948242599,0.33986168494104124,1.6476409127116014,0.6172238121250933,0.24545454545454545,0.4545454545454546,0.28181818181818186,0.5818181818181818,0.48863636363636365
NEE,0.05824695904109456,0.276126825157003,0.5668623329703405,0.5098046640825873,0.37272727272727274,0.7181818181818183,0.8272727272727273,0.42727272727272725,0.48818181818181816
APTV,0.18593744395131528,0.33911822164343297,1.3437389419631125,0.5238958310438575,0.6090909090909091,0.4636363636363636,0.42727272727272725,0.4636363636363636,0.4818181818181818
CUBE,-0.08372323056601694,0.24248350780021205,1.2033279499734744,0.5404379899466522,0.21818181818181817,0.8272727272727273,0.49090909090909096,0.4727272727272727,0.4718181818181818
ETN,0.1011184455387435,0.3602273928386169,1.1656748607893002,0.5531582865172938,0.42727272727272725,0.3727272727272727,0.509090909090909,0.4909090909090909,0.4713636363636363
FOUR,-0.1947825887928838,0.48667015511537554,2.424331521497528,0.6678348062629272,0.10909090909090909,0.2272727272727273,0.054545454545454564,0.6454545454545455,0.46409090909090916
HBAN,0.012893920680526305,0.2937770310016465,1.3420744114550998,0.5213164930043496,0.3090909090909091,0.6454545454545455,0.4363636363636364,0.45454545454545453,0.45000000000000007
CRS,0.438458509721263,0.49850597691472454,1.8253202366968364,0.5134370895371079,0.8181818181818182,0.19999999999999996,0.2272727272727273,0.43636363636363634,0.4490909090909091
LRLCY,0.17439627940345725,0.2601485143782534,0.6682699066696856,0.4374440002057563,0.5818181818181818,0.7545454545454545,0.7727272727272727,0.3181818181818182,0.4468181818181818
AZN,0.12641383939793194,0.2531145507929779,0.026342833430404774,0.422131377968082,0.5,0.7636363636363637,0.9818181818181818,0.3,0.4445454545454546
BYDDY,0.09429258951810637,0.4558245427279055,0.25795831318639656,0.48256545223918496,0.4,0.24545454545454548,0.9181818181818182,0.39090909090909093,0.4304545454545455
LI,-0.2251973791601629,0.49603708849379063,1.6264850887688191,0.5962153520057487,0.07272727272727272,0.2090909090909091,0.30000000000000004,0.5454545454545454,0.4163636363636364
TOL,-0.10076751898779945,0.34905764002804773,1.8996175741846726,0.5576979553725776,0.20909090909090908,0.4,0.15454545454545454,0.5,0.41181818181818186
LMND,1.5509657078351098,0.8642036309249014,3.642387629914604,0.49083183352734333,0.9727272727272728,0.027272727272727226,0.009090909090909038,0.4,0.40954545454545455
FSLR,0.15978146955022043,0.6142011391617973,2.37964961879385,0.5167380429416196,0.5727272727272728,0.10909090909090913,0.0636363636363636,0.44545454545454544,0.3927272727272727
ATI,0.2847200198108413,0.48043251678184634,1.9821054353139624,0.47393254709780624,0.7181818181818181,0.23636363636363633,0.1454545454545455,0.37272727272727274,0.3881818181818182
ARMK,0.018139776824883214,0.2858936719094792,1.1286751885467883,0.458334897027088,0.3181818181818182,0.6727272727272727,0.5454545454545454,0.33636363636363636,0.3881818181818182
THC,0.4275575097928517,0.398197446835293,1.4875331043015079,0.41992687703312664,0.8090909090909091,0.32727272727272727,0.3545454545454545,0.2909090909090909,0.37863636363636366
OR.PA,0.09400899979528221,0.24614474457915297,0.5105461936227734,0.34627619850502966,0.39090909090909093,0.8,0.8636363636363636,0.22727272727272727,0.3727272727272728
SONY,0.6101260454035862,0.30291612931181405,0.5559248508582949,0.25492581662679986,0.8818181818181818,0.6181818181818182,0.8363636363636364,0.14545454545454545,0.37227272727272726
ERIE,-0.29682729195538937,0.32217983032334807,0.48561565652331895,0.46707593793800495,0.03636363636363636,0.5272727272727273,0.8727272727272728,0.34545454545454546,0.37
HSY,0.05549500158124321,0.2998908565168842,0.05101906997785856,0.34960877408373864,0.36363636363636365,0.6363636363636364,0.9636363636363636,0.23636363636363636,0.36818181818181817
INVH,-0.1209980082782739,0.20122262397234641,0.8593725778170281,0.40776746213900666,0.17272727272727273,0.9636363636363636,0.6818181818181819,0.2727272727272727,0.3677272727272728
UHS,0.002777645215233493,0.32388577369626437,0.9832958046537127,0.4329112321484777,0.2909090909090909,0.5181818181818182,0.6272727272727272,0.3090909090909091,0.3590909090909091
ADBE,-0.315587050685862,0.32892761203025717,1.3822414588829637,0.4802800543154076,0.02727272727272727,0.49090909090909096,0.4,0.38181818181818183,0.3413636363636364
DUOL,0.1389195447934637,0.6756114735653808,2.000636514832514,0.4729861853661184,0.5363636363636364,0.045454545454545414,0.13636363636363635,0.36363636363636365,0.335
BEP,0.1048401925522835,0.32427137314587745,1.728492357576021,0.39804128531591154,0.44545454545454544,0.509090909090909,0.2545454545454545,0.2636363636363636,0.3145454545454546
DIS,0.15215730634602087,0.28045992838411654,1.8605248500625455,0.33615128499961316,0.5545454545454546,0.7,0.19090909090909092,0.21818181818181817,0.3140909090909091
CHEOY,-0.01205223729846927,0.31315471571662934,1.1402116940772997,0.3863603139781771,0.2636363636363636,0.5727272727272728,0.5272727272727273,0.24545454545454545,0.3090909090909091
TM,0.12810230799391076,0.31443040208676243,0.5938762076188279,0.25460409456873934,0.509090909090909,0.5636363636363637,0.8090909090909091,0.13636363636363635,0.30227272727272725
FIS,-0.26069852621348155,0.290356954745909,1.0469678028664733,0.39307842807537097,0.05454545454545454,0.6545454545454545,0.5818181818181818,0.2545454545454545,0.29727272727272724
ORCL,0.8333906097484787,0.5908095427347497,1.878359798392107,0.261126900813666,0.9090909090909091,0.13636363636363635,0.18181818181818177,0.16363636363636364,0.27454545454545454
ZBH,-0.026389748032609295,0.30168983208060857,0.5732534606343502,0.24645418564854074,0.2545454545454545,0.6272727272727272,0.8181818181818181,0.12727272727272726,0.26545454545454544
ALC,-0.20244316633362602,0.2777108011423072,0.7024152343707911,0.2570261144818569,0.09090909090909091,0.7090909090909091,0.7636363636363637,0.15454545454545454,0.26136363636363635
GM,0.09896880127425156,0.37438749981517583,1.5760557959557397,0.30771611881513095,0.41818181818181815,0.3545454545454545,0.31818181818181823,0.2,0.26
EIX,-0.2892471247335061,0.34533103984355784,0.5940948087996943,0.30519597813118926,0.045454545454545456,0.4181818181818182,0.8,0.19090909090909092,0.25272727272727274
UMG.AS,0.011926562713792777,0.25194135210868635,0.5168238005128877,0.10876745308437678,0.3,0.7727272727272727,0.8545454545454545,0.05454545454545454,0.24318181818181817
MGM,-0.24041228171556772,0.4141364777741399,1.8825845257658436,0.4080557945391199,0.06363636363636363,0.2909090909090909,0.17272727272727273,0.2818181818181818,0.23909090909090908
HAL,-0.1951720300576052,0.42763870291005057,0.7031342116813997,0.28706768060224624,0.1,0.26363636363636367,0.7545454545454545,0.17272727272727273,0.2290909090909091
SLDP,3.7936507996578124,1.2223496349711613,2.5473528695402554,0.22156668522074005,0.990909090909091,0.0,0.027272727272727226,0.11818181818181818,0.22818181818181818
MRK,-0.16503808450894952,0.2899170309055138,0.24432419837411187,0.1902169425795014,0.12727272727272726,0.6636363636363636,0.9272727272727272,0.06363636363636363,0.21954545454545452
WBD,1.4034166353004736,0.6263811014862966,2.5430218177181008,0.20587047595383376,0.9545454545454546,0.09090909090909094,0.036363636363636376,0.08181818181818182,0.2090909090909091
VITL,0.1167357462761065,0.5158298338228485,1.1311042423259912,0.20954066063634838,0.4909090909090909,0.19090909090909092,0.5363636363636364,0.09090909090909091,0.20545454545454545
IBAB.BR,-0.15036715408731838,0.3109954197658348,1.1428718597073266,0.21944720371559576,0.14545454545454545,0.5818181818181818,0.5181818181818182,0.10909090909090909,0.20272727272727276
AAL,-0.1257352933957916,0.5611601170997009,1.8105554148427268,0.33148622081786244,0.16363636363636364,0.1636363636363637,0.23636363636363633,0.20909090909090908,0.20045454545454544
ALB,-0.007986085270212828,0.605217561796658,2.1268899361515037,0.30232051871399823,0.2727272727272727,0.12727272727272732,0.10909090909090913,0.18181818181818182,0.18272727272727274
COUR,0.3936464739735157,0.6096980920447597,1.238095699961439,-0.2988303865880108,0.7636363636363637,0.11818181818181817,0.4727272727272728,0.00909090909090909,0.17954545454545456
AXTA,-0.2202866007017371,0.30669805154028246,1.399695505888248,0.2127021568372598,0.08181818181818182,0.6,0.38181818181818183,0.1,0.17545454545454545
RICOY,-0.18764662849853042,0.4442557345843292,0.07549232417202546,0.08039852541139805,0.11818181818181818,0.2545454545454545,0.9545454545454546,0.045454545454545456,0.16818181818181818
WRBY,0.2510169571171261,0.5549557273596487,2.3787078456071424,-0.16623581784667293,0.6909090909090909,0.18181818181818177,0.07272727272727275,0.03636363636363636,0.1527272727272727
RIVN,0.1887661377111025,0.6204990159346906,1.8514043872069412,-0.2186799071270125,0.6272727272727273,0.09999999999999998,0.19999999999999996,0.02727272727272727,0.14181818181818182
FI,-0.414159462453053,0.5883803216524662,0.7212721180723677,0.19673262409595213,0.01818181818181818,0.1454545454545455,0.7272727272727273,0.07272727272727272,0.13727272727272727
CHPT,-0.5593750169966367,0.7627598994842754,2.3298403429824335,-0.24974079617801268,0.00909090909090909,0.036363636363636376,0.09090909090909094,0.01818181818181818,0.025909090909090913
